162718	P322730				3	 2 guruš šidim lu<sub>2</sub> I-zi-in-Er<sub>3</sub>-ra<sup>ki</sup>
162718	P322730				4	 2 guruš šidim lu<sub>2</sub> <sup>i<sub>3</sub>-si</sup>Isin<sub>2</sub>
162718	P322730				5	 5 guruš šidim lu<sub>2</sub> Nig<sub>2</sub>-<sup>[d]</sup>Ba-u<sub>2</sub>-me
162718	P322730				6	 3 guruš šidim arad<sub>2</sub> e<sub>2</sub>-a
162718	P322730				7	 10 guruš ugula DINGIR.KAL
162718	P322730				8	 3 guruš 13</sub> geme<sub>2</sub> ugula Ba-zi
162718	P322730				9	 3 guruš ugula Šal<sub>2</sub>-mah
162718	P322730				10	 2 guruš ugula Hal-li<sub>2</sub>-a
162718	P322730				11	 2 guruš 5 [geme<sub>2</sub>] ugula ME-E<sub>2</sub>-a
162718	P322730				12	 [lu<sub>2</sub>-hun-ga-me-eš<sub>2</sub>]
162718	P322730				13	 [------------]
162718	P322730				14	 [šu-nigin<sub>2</sub> 15</sub> guruš šidim]
162718	P322730				15	 [šu-nigin<sub>2</sub> 20</sub> guruš]
162718	P322730				16	 [šu-nigin<sub>2</sub> 18</sub> geme<sub>2</sub>]
162718	P322730				17	 [ša<sub>3</sub>-bi-ta]
162718	P322730					 [...] # (rest lost)
162718	P322730		r.			 [...] # (beginning lost)
162718	P322730				1'	 [...]
162718	P322730				2'	 [...]
162718	P322730				3'	 10 [...]
162718	P322730				4'	 7 guruš im <simbolo>&#60</simbolo><simbolo>&#60</simbolo>a<simbolo>&#62</simbolo><simbolo>&#62</simbolo>-ga<sub>2</sub>-ri<sub>2</sub>-na lu-de<sub>3</sub> gub-ba
162718	P322730				5'	 2 guruš tu-ra
162718	P322730				6'	 1 guruš zah<sub>3</sub><sup>!</sup> <simbolo>&#60</simbolo><simbolo>&#60</simbolo>ma-na<simbolo>&#62</simbolo><simbolo>&#62</simbolo> # (erasure before zah<sub>3</sub>)
162718	P322730					 ============
162718	P322730				7'	 šu+nign<sub>2</sub> 15</sub> guruš šidim
162718	P322730				8'	 šu-nigin<sub>2</sub> 20</sub> guruš
162718	P322730				9'	 šu-nigin<sub>2</sub> 18</sub> geme<sub>2</sub>
162718	P322730				10'	 zi-ga-am<sub>3</sub>
162718	P322730				11'	 gurum<sub>2</sub> ak giri<sub>3</sub> <sup>d</sup>IŠKUR-ILLAT dub-sar
162718	P322730				12'	 u<sub>3</sub> Puzur<sub>4</sub>-<sup>d</sup>Nin-kar-ak dub-sar
162718	P322730				13'	 ša<sub>3</sub> GAR-ša-an-na<sup>ki</sup>
162718	P322730				14'	 iti ki-siki-<sup>d</sup>Nin-a-zu
162718	P322730				15'	 mu <sup>d</sup>Šu-<sup>d</sup>Suen lugal Uri<sub>5</sub><sup>ki</sup>-[ma]-/[ke<sub>4</sub>] na-du<sub>3</sub>-a mah <sup>d</sup>En-lil<sub>2</sub> <sup>d</sup>Nin-lil<sub>2</sub>-/ka mu-ne-[du<sub>3</sub>]
162718	P322730		l.ed.		1	 u<sub>4</sub>-17</sub>-kam
162719	P322736					
162719	P322736				1	 2 guruš šidim
162719	P322736				2	 lu<sub>2</sub> Tu-li<sub>2</sub>-um<sup>[ki]</sup>
162719	P322736				3	 1 guruš šidim lu<sub>2</sub> Di<sub>3</sub>-m[a-at]-/Kal<sub>2</sub>-bu-[um<sup>ki</sup>] 
162719	P322736				4	 2 guruš šidim l[u<sub>2</sub> I-zi-in-Er<sub>3</sub>-ra<sup>ki</sup>]
162719	P322736					 [...] # (rest lost)
